GRB	Time [UT]	Trigger Number	BAT RA (J2000)	BAT Dec (J2000)	BAT 90% Error Radius [arcmin]	BAT T90 [sec]	BAT Fluence (15-150 keV) [10^-7 erg/cm^2]	BAT Fluence 90% Error (15-150 keV) [10^-7 erg/cm^2]	BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]	BAT 1-sec Peak Photon Flux 90% Error (15-150 keV) [ph/cm^2/sec]	BAT Photon Index (15-150 keV) (PL = simple power-law, CPL = cutoff power-law)	BAT Photon Index 90% Error (15-150 keV)	XRT RA (J2000)	XRT Dec (J2000)	XRT 90% Error Radius [arcsec]	XRT Time to First Observation [sec]	XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT Initial Temporal Index	XRT Spectral Index (Gamma)	XRT Column Density (NH) [10^21 cm^-2]	UVOT RA (J2000)	UVOT Dec (J2000)	UVOT 90% Error Radius [arcsec]	UVOT Time to First Observation [sec]	UVOT Magnitude	UVOT Other Filter Magnitudes	Other Observatory Detections	Redshift	Host Galaxy	Comments	References	Burst Advocate
060108	14:39:12	176453	147.013	31.935	1.3	14.300	3.69	0.37	0.77	0.12	2.03, PL	0.17	09:48:02.06	31:55:06.9	1.5	91.40	n/a	0.0535427	0.020694951	-0.4622	2.00568	0.762695	n/a	n/a	n/a	76 	V>19.4	B>19.7|U>19.3|UVW1>20.0|UVM2>20.6|UVW2>19.3|White>19.7	Suzaku, VLT, Faulkes North (2m), UKIRT	2.03 (Liverpool: photometric)		Swift's 100th burst|XRT: position offset (GCN 4500)|UVOT: no detection		Sam Oates
051221A	01:51:16	173780	328.715	16.888	1.0	1.400	11.50	0.35	12.00	0.39	1.39, PL	0.06	21:54:48.62	16:53:26.5	1.4	88.00	n/a	0.078128	0.025704872	-1.501	2.0589	1.87909	n/a	n/a	n/a	73	V>19.2	B>20.8|U>20.2|UVW1=20.2|UVM2>20.7|UVW2>20.7|White>19.2	PAIRITEL, Gemini, RAPTOR, Chandra, MDM (1.3m), Suzaku (WAM), Konus-Wind, VLA @ 8.5 GHz, Maidanak	0.547 (Gemini: emission)		short hard burst|UVOT: summed image UVW1 detection at 4.8-sigma		Ann Parsons
051117B	13:22:54	164279	85.205	-19.286	2.4	9.000	1.77	0.37	0.49	0.14	1.53, PL	0.31	05:40:43.37	-19:16:27.2	1.7	134.78	n/a	0.000442205569	0.000127732906	-1.592	1.63498	3.444242	n/a	n/a	n/a	133	V>20.53	B>19.59|U>19.66|UVW1>21.00|UVM2>21.08|UVW2>23.24|White>19.49		0.481 (TOUGH: emission)	Possible host (R=21.0)|R=21.0, I=20.4, V=21.8, B=22.5	UVOT: no detection		David Band
051111	05:59:41	163438	348.136	18.367	1.0	46.100	40.80	1.34	2.66	0.21	1.32, PL	0.06	23:12:33.08	18:22:28.6	1.5	n/a	n/a	0.030472058	0.008770402	-1.596	2.23019	6.19392	23:12:33.17	18:22:28.80	n/a	6459	V=19.33	B=20.38|U=20.09|UVW1=20.25|UVM2>20.92|UVW2>20.64	ROTSE-IIIb, Faulkes North (2m), Super-LOTIS (0.6m), New Mexico Skies Observatory (0.3m), KAIT (0.76m), Keck, PAIRITEL, SARA, Lulin (1m), AEOS, VLA @ 8.5 GHz, Loiano Telescope (152cm), Suzaku, Maidanak (1.5m)	1.549 (Keck: absorption)		No AT slew (Moon constraint)		Taka Sakamoto
051109B	08:39:39	163170	345.469	38.663	2.0	14.300	2.56	0.41	0.55	0.13	1.97, PL	0.24	23:01:50.36	38:40:46.7	1.5	86.22	n/a	0.018349422	0.008486556	-3.872	2.12549	2.33036	n/a	n/a	n/a	84	V>20.8	n/a	Keck I	0.080 (Keck I: emission)	Barred spiral, type SBa (Keck I)	UVOT: no detection		Gianpiero Tagliaferri
051109A	01:12:21	163136	330.316	40.850	1.9	37.200	22.00	2.72	3.94	0.69	1.51, PL	0.20	22:01:15.33	40:49:23.2	1.4	119.66	61181000000000	0.2852088	0.1093708	-3.126	2.06584	9.34485	22:01:15.32	40:49:23.7	0.5	109	V=16.49	n/a	ROTSE-IIIb, PAIRITEL, MDM (2.4m), Super-LOTIS (0.6m), New Mexico Skies Observatory (0.3m), PROMPT, HET (9.2m), BOOTES-1B, Lulin (1m), Konus-Wind, RAPTOR, KAIT (0.76m), VLA @ 8.5 GHz, Sampurnanand (1m), CrAO (0.38m), Gunma Astronomical Observatory (150cm)	2.346 (HET: absorption)				Sergio Campana
051016B	18:28:09	159994	132.123	13.629	1.6	4.000	1.70	0.22	1.30	0.16	2.40, PL	0.23	08:48:27.85	13:39:20.4	1.4	n/a	n/a	0.09126108	0.035120395	-5.833	1.89482	5.18403	n/a	n/a	n/a	78	V>20.5	B=22.0|U=20.9|UVW1=21.7|UVM2>21.0|UVW2=22.8	Lulin (1m), Gemini, Maidanak (1.5m)	0.9364 (Keck: emission)	V=23.1			Ann Parsons
051006	20:30:33	158593	110.807	9.510	1.4	34.800	13.40	1.41	1.62	0.30	1.51, PL	0.17	07:23:14.14	09:30:20.0	1.5	n/a	n/a	0.0024420636	0.000694096	-1.612	2.24489	6.23912	n/a	n/a	n/a	107	V>20.5	B>20.9|U>20.4|UVW1>21.0|UVM2>21.3|UVW2>21.6		1.059 (TOUGH: emission)	R=23.0, I=22.2, V=23.3, B=24.2	UVOT: no detection		Jay Norris
051001	11:11:36	157870	350.984	-31.515	2.3	189.100	17.40	1.47	0.49	0.11	2.05, PL	0.15	23:23:48.72	-31:31:23.4	1.7	n/a	n/a	0.022298288	0.012090536	-2.044	2.34019	1.67983	n/a	n/a	n/a	189	V>20.1	B>21.2|U>21.0|UVW1>20.9|UVM2>21.5|UVW2>21.4		2.4296 (TOUGH: emission)		UVOT: no detection		Alberto Moretti
050922C	19:55:50	156467	317.383	-8.764	1.0	4.500	16.20	0.54	7.26	0.32	1.37, PL	0.06	21:09:33.08	-08:45:30.2	1.4	n/a	n/a	0.05654682	0.017632164	-1.046	2.2119	2.8139	21:09:33.0	-08:45:30.1	n/a	111	V=14.60	B=15.88|U=15.09|UVW1=17.70|UVM2>18.86|UVW2>19.30	ROTSE-III, NOT, Terskol (60 cm), Wise (1m), HETE, Cordell-Lorenz Observatory, MonteBoo, N. Copernicus (40 cm), Konus-Wind, TNG, VLT	2.198 (NOT: absorption)|2.198 (TNG: absorption)|2.199 (VLT: absorption)				Jay Norris
050915A	11:22:42	155242	81.688	-28.014	1.4	52.000	8.50	0.88	0.77	0.14	1.39, PL	0.17	05:26:44.81	-28:00:59.4	1.4	n/a	n/a	0.027171515	0.01251761	-0.9934	2.2121	1.060869	n/a	n/a	n/a	85	V>20.3	B>20.6|U>20.9|UVW1>20.5|UVM2>20.2|UVW2>19.6	PAIRITEL	2.5273 (TOUGH: emission)	R=24.8, V=25.2			Dirk Grupe
050908	05:42:31	154112	20.457	-12.950	1.5	19.400	4.83	0.51	0.70	0.14	1.88, PL	0.17	01:21:50.70	-12:57:18.0	1.5	n/a	n/a	0.006362136	0.0024942755	-1.2	2.74883	0.000000385483	n/a	n/a	n/a	105	V=19.3	B>21.1|U>19.5|UVW1>19.1|UVM2>20.9|UVW2>20.6	New Mexico Sky Observatory, Palomar (60"), KAIT (Lick), PROMPT, VLT, GMOS, AAVSO, WIRO, Keck, Maidanak	3.350 (VLT: absorption)|3.3437 (GMOS: absorption)|3.3440 (Keck: absorption)				Mike Goad
050904	01:51:44	153514	13.770	14.189	2.7	174.200	48.30	1.80	0.62	0.17	1.25, PL	0.07	n/a	n/a	n/a	n/a	n/a	0.025411581	0.006238947	-1.537	1.90813	24.7677	n/a	n/a	n/a	164	V>20.9	B>1.9|U>21.6|UVW1>21.1|UVM2>21.4|UVW2>21.4	4.1m SOAR, TAROT, 3.6m TNG, VLT, BOOTES, Keck II, Subaru	6.10 (VLT: photometric)|6.29 (Subaru: absorption)				Jay Cummings
050826	06:18:10	152113	87.761	-2.658	2.0	35.500	4.13	0.72	0.38	0.13	1.16, PL	0.31	05:51:01.56	-02:38:35.9	1.5	n/a	n/a	0.016385021	0.006933965	-1.102	2.45742	9.1381	n/a	n/a	n/a	105	V>19.4	B>21.2|U>19.0|UVW1>19.7|UVM2>19.3|UVW2>20.3	MDM Observatory	0.297 (MDM: emission from host)	MDM Observatory|R=21.4, I=20.6, V=22.3, B=23.9			Vanessa Mangano
050824	23:12:16	151905	12.264	22.602	2.1	22.600	2.66	0.52	0.50	0.15	2.76, PL	0.38	00:48:56.21	22:36:33.1	1.5	n/a	n/a	0.06749762	0.04012058	-0.6668	1.94709	0.935034	n/a	n/a	n/a	6093	V=20.02	B=20.88|U=19.55|UVW1=19.85|UVM2=19.34|UVW2>20.79	1.5m OSN, MASTER, VLT, MDM, HETE-2	0.83 (VLT: emission)		No AT slew (too near moon)		Sergio Campana
050820A	06:34:53	151207	337.416	19.560	1.1	26	34.40	2.42	2.45	0.23	1.25, PL	0.12	22:29:38.12	19:33:37.0	1.4	n/a	n/a	0.9154947	0.36135421	-2.206	1.96878	4.16529	n/a	n/a	n/a	80	V=18.2	B=19.0|U=18.3|UVW1=20.4|UVW2>21.0	Palomar (60"), Keck, RAPTOR, WIRO, RTT150, VLT, PROMPT, Konus-Wind, VLA @ 8.46 GHz	2.612 (Keck: absorption)|2.6147 (VLT: absorption)		BAT: second, larger, harder episode of emission seen		Mat Page
050819	16:23:55	151131	358.751	24.871	2.0	37.700	3.50	0.55	0.38	0.12	2.71, PL	0.29	23:55:01.62	24:51:39.0	1.5	n/a	n/a	0.013623834	0.007496898	-3.747	2.17698	0.856984	n/a	n/a	n/a	138	V>18.1	n/a		2.5043 (TOUGH: emission)				Massimiliano De Pasquale
050814	11:38:57	150314	264.196	46.324	2.0	150.900	20.10	2.20	0.71	0.25	1.80, PL	0.17	17:36:45.38	46:20:22.0	1.4	n/a	n/a	0.10654483	0.033017838	-3.716	1.97267	0.441596	n/a	n/a	n/a	167	V>20.5	B>21.4|U>21.2|UVW1>20.3|UVM2>20.7|UVW2>20.8	NOT	5.3 (NOT: photometric)				Alon Retter
050813	06:45:10	150139	242.001	11.244	2.8	0.450	0.44	0.11	0.94	0.23	1.28, PL	0.37	16:07:56.97	11:14:57.1	2.9	n/a	n/a	0.0001332369	0.0000610662	n/a	2.30189	1.121034	n/a	n/a	n/a	102	V>19.1	B>20.2|U>19.9|UVW1>19.7|UVM2>19.3|UVW2>20.6		1.8		short GRB		Alon Retter
050803	19:14:00	148833	350.650	5.788	1.2	87.900	21.50	1.35	0.96	0.11	1.38, PL	0.11	23:22:37.85	05:47:08.5	1.4	n/a	n/a	0.13269828	0.04858308	-5.43	2.11696	2.22616	n/a	n/a	n/a	185	V>18.8	B>18.5|U>18.3|UVW1>18.7|UVM2>18.5|UVW2>19.4	Magellan, Keck, CrAO	0.422 (Keck: emission)	Magellan: possible host			David Band
050802	10:08:02	148646	219.283	27.799	1.3	19.000	20.00	1.57	2.75	0.44	1.54, PL	0.13	14:37:05.85	27:47:11.8	1.4	n/a	n/a	0.1136577	0.03960021	1.092	1.8557	1.81483	14:37:05.69	27:47:12.2	1	286	V=17.07	B=17.66|U=16.82|UVW1=17.08|UVM2=18.79|UVW2=20.73	CrAO, TNG, NOT	1.71 (NOT: absorption)|1.434 (TOUGH: emission)				David Band
050730	19:58:23	148225	212.069	-3.754	1.3	156.500	23.80	1.52	0.55	0.14	1.53, PL	0.11	14:08:17.18	-03:46:18.1	1.4	n/a	n/a	0.34418565	0.04566735	-1.904	1.6177	5.4765	14:08:17.09	-03:46:18.9	n/a	119	V=17.842	B=18.303|U>21.747|UVW1>21.98|UVM2>22.30|UVW2>22.40	optical/IR, XMM-Newton, VLA @ 8.5 GHZ	3.96855 (Magellan II: absorption)|3.97 (WHT: absorption)|3.968 (VLT: absorption)				Stephen Holland
050724	12:34:09	147478	246.175	-27.526	1.9	96.000	9.98	1.20	3.26	0.30	1.89, PL	0.22	16:24:44.33	-27:32:27.2	1.5	n/a	n/a	0.007006996	0.0030381528	-0.007711	1.80056	1.43376	n/a	n/a	n/a	n/a	V>18.84	n/a	optical, near-IR, RXTE ASM, GMOS, VLA  @ 8.5GHz	0.257 (GMOS: absorption)|0.258 (Keck: absorption)	DSS: possible host galaxy	short GRB|XRT: dust-scattered X-ray halo detected		Stefano Covino
050525A	00:02:53	130088	278.142	26.335	1.0	8.800	153.00	2.21	41.70	0.94	1.0, CPL	-0.1/0.1	18:32:32.67	26:20:21.6	1.5	n/a	n/a	0.1203042	0.035933636	-0.6771	2.08914	1.90021	n/a	n/a	n/a	65	V=14.97	B=16.53|U=15.32|UVW1=15.63|UVM2=15.75|UVW2=16.62	VLA @ 22.5 GHz, INTEGRAL, Spitzer, HST, Numerous optical & IR	0.606 (GMOS: emission)				David Band
050509B	04:00:19	118749	189.046	28.974	2.5	0.073	0.09	0.02	0.28	0.10	1.57, PL	0.38	12:36:13.85	28:59:03.7	3.8	n/a	n/a	0.0021073572	0.0015000843	-0.4357	1.88486	0.766623	n/a	n/a	n/a	50	V>21.1	B>21.8|U>21.8|UVW1>22.3|UVM2>22.2|UVW2>22.7	Keck	0.225 (Keck: absorption)	elliptical	short GRB|XRT: first short GRB localization|redshift & host: probable, but not definitive		Evert Rol
050505	23:22:21	117504	141.760	30.266	1.3	58.900	24.90	1.79	1.85	0.31	1.41, PL	0.12	09:27:03.33	30:16:24.4	1.4	n/a	n/a	0.2662038	0.07249716	-0.2124	2.01835	17.0071	n/a	n/a	n/a	2807	V>19.82	B>20.50|U>20.26|UVW1>20.81|UVM2>21.13|UVW2>21.27	Keck	4.27 (Keck: absorption)				Cheryl Hurkett
050416A	11:04:44	114753	188.485	21.058	1.5	2.500	3.67	0.37	4.88	0.48	3.08, PL	0.22	12:33:54.64	21:03:26.8	1.4	n/a	n/a	0.0846976	0.0412748	-0.6973	2.06183	5.64454	12:33:54.6	21:03:27.7	n/a	65	V=19.38	B=19.85|U=19.34	P60, 200" detection, Keck	0.6535 (Keck: emission)	Faint and blue with large amounts of ongoing star formation.|V=24.2	BAT: shortish GRB, too soft for "short" category		Takanori Sakamoto
050406	15:58:48	113872	34.410	-50.180	2.5	5.400	0.68	0.14	0.36	0.10	2.43, PL	0.35	02:17:52.09	-50:11:17.1	1.9	n/a	n/a	0.004251393	0.0019132821	-1.023	2.32091	0.1860000119856	02:17:52.2	-50:11:15.8	n/a	88	V=19.0	n/a	Magellan	2.44 (UVOT: photometric)		BAT: faint XRF, Epeak~30 keV|XRT: faint afterglow		Patrizia Romano
050401	14:20:15	113120	247.873	2.185	1.0	33.300	82.20	3.06	10.70	0.92	1.40, PL	0.07	n/a	n/a	n/a	n/a	n/a	0.34815816	0.11278386	-0.5779	1.78711	13.3568	n/a	n/a	n/a	n/a	n/a	n/a	VLT, optical, ROTSE, Siding Spring R=20 @ 1hr	2.9 (VLT: absorption)		BAT: bright multipeaked|UVOT: not enabled		Massimiliano de Pasquale
050319	09:31:18	111622	154.172	43.581	2.4	152.500	13.10	1.48	1.52	0.21	2.02, PL	0.19	10:16:47.90	43:32:54.5	1.4	n/a	n/a	0.33686135	0.1159018	-0.529	2.01045	0.865674	10:16:47.76	43:32:54.9	n/a	90	V=17.5	B=18.8|U>19	ROTSE unfiltered = 16, NOT	3.24 (NOT: absorption)				Hans Krimm|Martin Still
050318	15:44:37	111529	49.695	-46.386	1.0	32	10.80	0.77	3.16	0.20	1.90, PL	0.10	03:18:51.09	-46:23:45.8	1.4	n/a	n/a	0.08275824	0.019386828	-1.12	1.98053	0.844534	03:18:51.15	-46:23:43.7	n/a	3279	V=19.7	B=20.0|U=20.5|UVW1>21.5|UVM2>22.1|UVW2>22.0	Magellan	1.44 (Magellan: absorption)				Hans Krimm|Martin Still
050315	20:59:43	111063	306.476	-42.591	1.1	95.600	32.20	1.46	1.93	0.22	2.11, PL	0.09	20:25:54.14	-42:36:01.5	1.4	n/a	n/a	0.35486262	0.20569058	-4.465	1.99544	8.2573	n/a	n/a	n/a	90	V>18.5	n/a	Magellan, VLA, CTIO IR I=20.7 @ 0.5 day	1.949 (Magellan: absorption)	R=23.9	BAT: 2 FRED-like peaks|UVOT: no detection		Stephen Holland|Ann Parsons
050223	03:09:06	106709	271.394	-62.465	1.5	22.500	6.36	0.65	0.69	0.16	1.85, PL	0.17	18:05:32.43	-62:28:20.0	3.7	n/a	n/a	0.012110821	0.006444152	-0.8087	1.79783	0.00131696	n/a	n/a	n/a	2782	n/a	n/a	INTEGRAL/IBIS, XMM, VLT	0.5915 (Magellan: emission from host)|0.584 (VLT: emission from host)	R = 21.6, Ks = 18.9 (VLT)	BAT: slow rise and fall, several small peaks|UVOT: no detection|No AT slew (too near Earth)
050126	12:00:54	103780	278.115	42.384	1.4	24.800	8.38	0.80	0.71	0.17	1.34, PL	0.15	n/a	n/a	n/a	n/a	n/a	0.008133609	0.003072399	-1.248	2.25175	0.0000000553658	n/a	n/a	n/a	n/a	n/a	n/a	Keck	1.29 (Keck: emission)		BAT: spikey|UVOT: No observation (bright star within 4 deg)		Katherine McGowan
